LAUS Code,State FIPS,County FIPS,County Name/State Abbreviation,Period,Force,Employed,Unemployed,rate
CN0100100000000,01,001,"Autauga County, AL",Mar-19,"26,255     ","25,424     ",831     ,3.2
CN0100300000000,01,003,"Baldwin County, AL",Mar-19,"97,617     ","94,468     ","3,149     ",3.2
CN0100500000000,01,005,"Barbour County, AL",Mar-19,"8,426     ","8,069     ",357     ,4.2
CN0100700000000,01,007,"Bibb County, AL",Mar-19,"8,694     ","8,384     ",310     ,3.6
CN0100900000000,01,009,"Blount County, AL",Mar-19,"25,331     ","24,538     ",793     ,3.1
CN0101100000000,01,011,"Bullock County, AL",Mar-19,"4,800     ","4,628     ",172     ,3.6
CN0101300000000,01,013,"Butler County, AL",Mar-19,"9,190     ","8,826     ",364     ,4.0
CN0101500000000,01,015,"Calhoun County, AL",Mar-19,"46,300     ","44,442     ","1,858     ",4.0
CN0101700000000,01,017,"Chambers County, AL",Mar-19,"15,763     ","15,226     ",537     ,3.4
CN0101900000000,01,019,"Cherokee County, AL",Mar-19,"11,733     ","11,345     ",388     ,3.3
CN0102100000000,01,021,"Chilton County, AL",Mar-19,"19,813     ","19,194     ",619     ,3.1
CN0102300000000,01,023,"Choctaw County, AL",Mar-19,"4,905     ","4,668     ",237     ,4.8
CN0102500000000,01,025,"Clarke County, AL",Mar-19,"7,640     ","7,183     ",457     ,6.0
CN0102700000000,01,027,"Clay County, AL",Mar-19,"6,112     ","5,906     ",206     ,3.4
CN0102900000000,01,029,"Cleburne County, AL",Mar-19,"5,818     ","5,597     ",221     ,3.8
CN0103100000000,01,031,"Coffee County, AL",Mar-19,"21,534     ","20,804     ",730     ,3.4
CN0103300000000,01,033,"Colbert County, AL",Mar-19,"23,709     ","22,724     ",985     ,4.2
CN0103500000000,01,035,"Conecuh County, AL",Mar-19,"4,544     ","4,337     ",207     ,4.6
CN0103700000000,01,037,"Coosa County, AL",Mar-19,"4,554     ","4,396     ",158     ,3.5
CN0103900000000,01,039,"Covington County, AL",Mar-19,"15,731     ","15,112     ",619     ,3.9
CN0104100000000,01,041,"Crenshaw County, AL",Mar-19,"6,490     ","6,264     ",226     ,3.5
CN0104300000000,01,043,"Cullman County, AL",Mar-19,"38,907     ","37,714     ","1,193     ",3.1
CN0104500000000,01,045,"Dale County, AL",Mar-19,"20,827     ","20,064     ",763     ,3.7
CN0104700000000,01,047,"Dallas County, AL",Mar-19,"14,893     ","14,028     ",865     ,5.8
CN0104900000000,01,049,"DeKalb County, AL",Mar-19,"31,078     ","30,026     ","1,052     ",3.4
CN0105100000000,01,051,"Elmore County, AL",Mar-19,"37,670     ","36,540     ","1,130     ",3.0
CN0105300000000,01,053,"Escambia County, AL",Mar-19,"14,846     ","14,283     ",563     ,3.8
CN0105500000000,01,055,"Etowah County, AL",Mar-19,"43,087     ","41,434     ","1,653     ",3.8
CN0105700000000,01,057,"Fayette County, AL",Mar-19,"6,588     ","6,356     ",232     ,3.5
CN0105900000000,01,059,"Franklin County, AL",Mar-19,"14,646     ","14,173     ",473     ,3.2
CN0106100000000,01,061,"Geneva County, AL",Mar-19,"11,080     ","10,705     ",375     ,3.4
CN0106300000000,01,063,"Greene County, AL",Mar-19,"2,854     ","2,699     ",155     ,5.4
CN0106500000000,01,065,"Hale County, AL",Mar-19,"6,091     ","5,838     ",253     ,4.2
CN0106700000000,01,067,"Henry County, AL",Mar-19,"6,982     ","6,688     ",294     ,4.2
CN0106900000000,01,069,"Houston County, AL",Mar-19,"46,447     ","44,834     ","1,613     ",3.5
CN0107100000000,01,071,"Jackson County, AL",Mar-19,"23,817     ","22,892     ",925     ,3.9
CN0107300000000,01,073,"Jefferson County, AL",Mar-19,"318,826     ","308,404     ","10,422     ",3.3
CN0107500000000,01,075,"Lamar County, AL",Mar-19,"5,827     ","5,623     ",204     ,3.5
CN0107700000000,01,077,"Lauderdale County, AL",Mar-19,"42,587     ","41,081     ","1,506     ",3.5
CN0107900000000,01,079,"Lawrence County, AL",Mar-19,"14,326     ","13,819     ",507     ,3.5
CN0108100000000,01,081,"Lee County, AL",Mar-19,"76,430     ","73,908     ","2,522     ",3.3
CN0108300000000,01,083,"Limestone County, AL",Mar-19,"43,933     ","42,577     ","1,356     ",3.1
CN0108500000000,01,085,"Lowndes County, AL",Mar-19,"3,601     ","3,379     ",222     ,6.2
CN0108700000000,01,087,"Macon County, AL",Mar-19,"7,814     ","7,434     ",380     ,4.9
CN0108900000000,01,089,"Madison County, AL",Mar-19,"185,552     ","180,020     ","5,532     ",3.0
CN0109100000000,01,091,"Marengo County, AL",Mar-19,"7,754     ","7,446     ",308     ,4.0
CN0109300000000,01,093,"Marion County, AL",Mar-19,"12,967     ","12,459     ",508     ,3.9
CN0109500000000,01,095,"Marshall County, AL",Mar-19,"43,974     ","42,676     ","1,298     ",3.0
CN0109700000000,01,097,"Mobile County, AL",Mar-19,"189,946     ","182,035     ","7,911     ",4.2
CN0109900000000,01,099,"Monroe County, AL",Mar-19,"7,286     ","6,900     ",386     ,5.3
CN0110100000000,01,101,"Montgomery County, AL",Mar-19,"106,155     ","102,427     ","3,728     ",3.5
CN0110300000000,01,103,"Morgan County, AL",Mar-19,"58,362     ","56,634     ","1,728     ",3.0
CN0110500000000,01,105,"Perry County, AL",Mar-19,"3,419     ","3,237     ",182     ,5.3
CN0110700000000,01,107,"Pickens County, AL",Mar-19,"7,910     ","7,598     ",312     ,3.9
CN0110900000000,01,109,"Pike County, AL",Mar-19,"15,401     ","14,830     ",571     ,3.7
CN0111100000000,01,111,"Randolph County, AL",Mar-19,"9,672     ","9,319     ",353     ,3.6
CN0111300000000,01,113,"Russell County, AL",Mar-19,"24,205     ","23,395     ",810     ,3.3
CN0111500000000,01,115,"St. Clair County, AL",Mar-19,"40,538     ","39,271     ","1,267     ",3.1
CN0111700000000,01,117,"Shelby County, AL",Mar-19,"115,923     ","112,944     ","2,979     ",2.6
CN0111900000000,01,119,"Sumter County, AL",Mar-19,"4,822     ","4,584     ",238     ,4.9
CN0112100000000,01,121,"Talladega County, AL",Mar-19,"35,966     ","34,633     ","1,333     ",3.7
CN0112300000000,01,123,"Tallapoosa County, AL",Mar-19,"18,523     ","17,864     ",659     ,3.6
CN0112500000000,01,125,"Tuscaloosa County, AL",Mar-19,"104,769     ","101,520     ","3,249     ",3.1
CN0112700000000,01,127,"Walker County, AL",Mar-19,"25,355     ","24,404     ",951     ,3.8
CN0112900000000,01,129,"Washington County, AL",Mar-19,"6,881     ","6,535     ",346     ,5.0
CN0113100000000,01,131,"Wilcox County, AL",Mar-19,"2,738     ","2,528     ",210     ,7.7
CN0113300000000,01,133,"Winston County, AL",Mar-19,"9,949     ","9,573     ",376     ,3.8
CN0201300000000,02,013,"Aleutians East Borough, AK",Mar-19,"2,841     ","2,775     ",66     ,2.3
CN0201600000000,02,016,"Aleutians West Census Area, AK",Mar-19,"4,560     ","4,434     ",126     ,2.8
CN0202000000000,02,020,"Anchorage Borough/municipality, AK",Mar-19,"146,913     ","138,995     ","7,918     ",5.4
CN0205000000000,02,050,"Bethel Census Area, AK",Mar-19,"6,922     ","5,999     ",923     ,13.3
CN0206000000000,02,060,"Bristol Bay Borough, AK",Mar-19,243     ,210     ,33     ,13.6
CN0206800000000,02,068,"Denali Borough, AK",Mar-19,593     ,481     ,112     ,18.9
CN0207000000000,02,070,"Dillingham Census Area, AK",Mar-19,"1,835     ","1,657     ",178     ,9.7
CN0209000000000,02,090,"Fairbanks North Star Borough, AK",Mar-19,"44,388     ","41,714     ","2,674     ",6.0
CN0210000000000,02,100,"Haines Borough, AK",Mar-19,929     ,800     ,129     ,13.9
CN0210500000000,02,105,"Hoonah-Angoon Census Area, AK",Mar-19,"1,007     ",822     ,185     ,18.4
CN0211000000000,02,110,"Juneau Borough/city, AK",Mar-19,"16,519     ","15,658     ",861     ,5.2
CN0212200000000,02,122,"Kenai Peninsula Borough, AK",Mar-19,"25,347     ","23,313     ","2,034     ",8.0
CN0213000000000,02,130,"Ketchikan Gateway Borough, AK",Mar-19,"6,305     ","5,825     ",480     ,7.6
CN0215000000000,02,150,"Kodiak Island Borough, AK",Mar-19,"6,071     ","5,757     ",314     ,5.2
CN0215800000000,02,158,"Kusilvak Census Area, AK",Mar-19,"2,754     ","2,183     ",571     ,20.7
CN0216400000000,02,164,"Lake and Peninsula Borough, AK",Mar-19,633     ,548     ,85     ,13.4
CN0217000000000,02,170,"Matanuska-Susitna Borough, AK",Mar-19,"47,202     ","43,537     ","3,665     ",7.8
CN0218000000000,02,180,"Nome Census Area, AK",Mar-19,"4,056     ","3,593     ",463     ,11.4
CN0218500000000,02,185,"North Slope Borough, AK",Mar-19,"3,673     ","3,449     ",224     ,6.1
CN0218800000000,02,188,"Northwest Arctic Borough, AK",Mar-19,"2,827     ","2,440     ",387     ,13.7
CN0219500000000,02,195,"Petersburg Borough, AK",Mar-19,"1,326     ","1,175     ",151     ,11.4
CN0219800000000,02,198,"Prince of Wales-Hyder Census Area, AK",Mar-19,"2,830     ","2,460     ",370     ,13.1
CN0222000000000,02,220,"Sitka Borough/city, AK",Mar-19,"4,113     ","3,925     ",188     ,4.6
CN0223000000000,02,230,"Skagway Municipality, AK",Mar-19,596     ,492     ,104     ,17.4
CN0224000000000,02,240,"Southeast Fairbanks Census Area, AK",Mar-19,"2,731     ","2,442     ",289     ,10.6
CN0226100000000,02,261,"Valdez-Cordova Census Area, AK",Mar-19,"4,208     ","3,808     ",400     ,9.5
CN0227500000000,02,275,"Wrangell Borough/city, AK",Mar-19,948     ,861     ,87     ,9.2
CN0228200000000,02,282,"Yakutat Borough/city, AK",Mar-19,214     ,189     ,25     ,11.7
CN0229000000000,02,290,"Yukon-Koyukuk Census Area, AK",Mar-19,"2,479     ","2,064     ",415     ,16.7
CN0400100000000,04,001,"Apache County, AZ",Mar-19,"20,724     ","18,654     ","2,070     ",10.0
CN0400300000000,04,003,"Cochise County, AZ",Mar-19,"50,888     ","47,900     ","2,988     ",5.9
CN0400500000000,04,005,"Coconino County, AZ",Mar-19,"76,714     ","72,173     ","4,541     ",5.9
CN0400700000000,04,007,"Gila County, AZ",Mar-19,"21,680     ","20,464     ","1,216     ",5.6
CN0400900000000,04,009,"Graham County, AZ",Mar-19,"15,563     ","14,783     ",780     ,5.0
CN0401100000000,04,011,"Greenlee County, AZ",Mar-19,"4,453     ","4,269     ",184     ,4.1
CN0401200000000,04,012,"La Paz County, AZ",Mar-19,"9,705     ","9,109     ",596     ,6.1
CN0401300000000,04,013,"Maricopa County, AZ",Mar-19,"2,283,827     ","2,188,827     ","95,000     ",4.2
CN0401500000000,04,015,"Mohave County, AZ",Mar-19,"86,827     ","81,819     ","5,008     ",5.8
CN0401700000000,04,017,"Navajo County, AZ",Mar-19,"40,780     ","37,562     ","3,218     ",7.9
CN0401900000000,04,019,"Pima County, AZ",Mar-19,"497,331     ","475,077     ","22,254     ",4.5
CN0402100000000,04,021,"Pinal County, AZ",Mar-19,"186,693     ","177,398     ","9,295     ",5.0
CN0402300000000,04,023,"Santa Cruz County, AZ",Mar-19,"19,999     ","18,480     ","1,519     ",7.6
CN0402500000000,04,025,"Yavapai County, AZ",Mar-19,"105,992     ","101,216     ","4,776     ",4.5
CN0402700000000,04,027,"Yuma County, AZ",Mar-19,"99,841     ","87,403     ","12,438     ",12.5
CN0500100000000,05,001,"Arkansas County, AR",Mar-19,"9,347     ","9,045     ",302     ,3.2
CN0500300000000,05,003,"Ashley County, AR",Mar-19,"7,761     ","7,321     ",440     ,5.7
CN0500500000000,05,005,"Baxter County, AR",Mar-19,"16,288     ","15,596     ",692     ,4.2
CN0500700000000,05,007,"Benton County, AR",Mar-19,"136,211     ","132,674     ","3,537     ",2.6
CN0500900000000,05,009,"Boone County, AR",Mar-19,"16,112     ","15,594     ",518     ,3.2
CN0501100000000,05,011,"Bradley County, AR",Mar-19,"4,460     ","4,260     ",200     ,4.5
CN0501300000000,05,013,"Calhoun County, AR",Mar-19,"2,434     ","2,313     ",121     ,5.0
CN0501500000000,05,015,"Carroll County, AR",Mar-19,"12,410     ","11,991     ",419     ,3.4
CN0501700000000,05,017,"Chicot County, AR",Mar-19,"3,231     ","2,989     ",242     ,7.5
CN0501900000000,05,019,"Clark County, AR",Mar-19,"9,701     ","9,406     ",295     ,3.0
CN0502100000000,05,021,"Clay County, AR",Mar-19,"5,641     ","5,349     ",292     ,5.2
CN0502300000000,05,023,"Cleburne County, AR",Mar-19,"9,184     ","8,759     ",425     ,4.6
CN0502500000000,05,025,"Cleveland County, AR",Mar-19,"3,200     ","3,070     ",130     ,4.1
CN0502700000000,05,027,"Columbia County, AR",Mar-19,"9,178     ","8,792     ",386     ,4.2
CN0502900000000,05,029,"Conway County, AR",Mar-19,"8,211     ","7,879     ",332     ,4.0
CN0503100000000,05,031,"Craighead County, AR",Mar-19,"55,107     ","53,612     ","1,495     ",2.7
CN0503300000000,05,033,"Crawford County, AR",Mar-19,"26,789     ","25,924     ",865     ,3.2
CN0503500000000,05,035,"Crittenden County, AR",Mar-19,"21,202     ","20,331     ",871     ,4.1
CN0503700000000,05,037,"Cross County, AR",Mar-19,"7,289     ","6,975     ",314     ,4.3
CN0503900000000,05,039,"Dallas County, AR",Mar-19,"2,841     ","2,703     ",138     ,4.9
CN0504100000000,05,041,"Desha County, AR",Mar-19,"5,369     ","5,133     ",236     ,4.4
CN0504300000000,05,043,"Drew County, AR",Mar-19,"7,864     ","7,425     ",439     ,5.6
CN0504500000000,05,045,"Faulkner County, AR",Mar-19,"62,445     ","60,632     ","1,813     ",2.9
CN0504700000000,05,047,"Franklin County, AR",Mar-19,"7,408     ","7,176     ",232     ,3.1
CN0504900000000,05,049,"Fulton County, AR",Mar-19,"4,916     ","4,720     ",196     ,4.0
CN0505100000000,05,051,"Garland County, AR",Mar-19,"41,557     ","40,059     ","1,498     ",3.6
CN0505300000000,05,053,"Grant County, AR",Mar-19,"8,369     ","8,117     ",252     ,3.0
CN0505500000000,05,055,"Greene County, AR",Mar-19,"20,059     ","19,387     ",672     ,3.4
CN0505700000000,05,057,"Hempstead County, AR",Mar-19,"9,983     ","9,607     ",376     ,3.8
CN0505900000000,05,059,"Hot Spring County, AR",Mar-19,"13,970     ","13,465     ",505     ,3.6
CN0506100000000,05,061,"Howard County, AR",Mar-19,"5,708     ","5,528     ",180     ,3.2
CN0506300000000,05,063,"Independence County, AR",Mar-19,"16,649     ","16,042     ",607     ,3.6
CN0506500000000,05,065,"Izard County, AR",Mar-19,"4,945     ","4,695     ",250     ,5.1
CN0506700000000,05,067,"Jackson County, AR",Mar-19,"5,795     ","5,434     ",361     ,6.2
CN0506900000000,05,069,"Jefferson County, AR",Mar-19,"27,719     ","26,261     ","1,458     ",5.3
CN0507100000000,05,071,"Johnson County, AR",Mar-19,"10,436     ","9,975     ",461     ,4.4
CN0507300000000,05,073,"Lafayette County, AR",Mar-19,"2,473     ","2,362     ",111     ,4.5
CN0507500000000,05,075,"Lawrence County, AR",Mar-19,"6,817     ","6,555     ",262     ,3.8
CN0507700000000,05,077,"Lee County, AR",Mar-19,"2,788     ","2,657     ",131     ,4.7
CN0507900000000,05,079,"Lincoln County, AR",Mar-19,"3,921     ","3,743     ",178     ,4.5
CN0508100000000,05,081,"Little River County, AR",Mar-19,"5,483     ","5,250     ",233     ,4.2
CN0508300000000,05,083,"Logan County, AR",Mar-19,"8,552     ","8,212     ",340     ,4.0
CN0508500000000,05,085,"Lonoke County, AR",Mar-19,"34,318     ","33,288     ","1,030     ",3.0
CN0508700000000,05,087,"Madison County, AR",Mar-19,"7,277     ","7,103     ",174     ,2.4
CN0508900000000,05,089,"Marion County, AR",Mar-19,"6,636     ","6,363     ",273     ,4.1
CN0509100000000,05,091,"Miller County, AR",Mar-19,"19,666     ","18,841     ",825     ,4.2
CN0509300000000,05,093,"Mississippi County, AR",Mar-19,"17,223     ","16,411     ",812     ,4.7
CN0509500000000,05,095,"Monroe County, AR",Mar-19,"2,748     ","2,629     ",119     ,4.3
CN0509700000000,05,097,"Montgomery County, AR",Mar-19,"2,931     ","2,794     ",137     ,4.7
CN0509900000000,05,099,"Nevada County, AR",Mar-19,"3,678     ","3,548     ",130     ,3.5
CN0510100000000,05,101,"Newton County, AR",Mar-19,"3,334     ","3,213     ",121     ,3.6
CN0510300000000,05,103,"Ouachita County, AR",Mar-19,"9,833     ","9,292     ",541     ,5.5
CN0510500000000,05,105,"Perry County, AR",Mar-19,"4,276     ","4,090     ",186     ,4.3
CN0510700000000,05,107,"Phillips County, AR",Mar-19,"6,453     ","6,070     ",383     ,5.9
CN0510900000000,05,109,"Pike County, AR",Mar-19,"4,205     ","4,051     ",154     ,3.7
CN0511100000000,05,111,"Poinsett County, AR",Mar-19,"10,097     ","9,766     ",331     ,3.3
CN0511300000000,05,113,"Polk County, AR",Mar-19,"8,012     ","7,717     ",295     ,3.7
CN0511500000000,05,115,"Pope County, AR",Mar-19,"28,937     ","27,774     ","1,163     ",4.0
CN0511700000000,05,117,"Prairie County, AR",Mar-19,"3,519     ","3,371     ",148     ,4.2
CN0511900000000,05,119,"Pulaski County, AR",Mar-19,"190,490     ","184,185     ","6,305     ",3.3
CN0512100000000,05,121,"Randolph County, AR",Mar-19,"7,227     ","6,946     ",281     ,3.9
CN0512300000000,05,123,"St. Francis County, AR",Mar-19,"8,142     ","7,692     ",450     ,5.5
CN0512500000000,05,125,"Saline County, AR",Mar-19,"59,196     ","57,577     ","1,619     ",2.7
CN0512700000000,05,127,"Scott County, AR",Mar-19,"4,291     ","4,146     ",145     ,3.4
CN0512900000000,05,129,"Searcy County, AR",Mar-19,"2,857     ","2,719     ",138     ,4.8
CN0513100000000,05,131,"Sebastian County, AR",Mar-19,"56,510     ","54,723     ","1,787     ",3.2
CN0513300000000,05,133,"Sevier County, AR",Mar-19,"5,403     ","5,150     ",253     ,4.7
CN0513500000000,05,135,"Sharp County, AR",Mar-19,"5,808     ","5,539     ",269     ,4.6
CN0513700000000,05,137,"Stone County, AR",Mar-19,"4,736     ","4,497     ",239     ,5.0
CN0513900000000,05,139,"Union County, AR",Mar-19,"15,915     ","15,108     ",807     ,5.1
CN0514100000000,05,141,"Van Buren County, AR",Mar-19,"5,726     ","5,438     ",288     ,5.0
CN0514300000000,05,143,"Washington County, AR",Mar-19,"124,010     ","121,081     ","2,929     ",2.4
CN0514500000000,05,145,"White County, AR",Mar-19,"34,037     ","32,430     ","1,607     ",4.7
CN0514700000000,05,147,"Woodruff County, AR",Mar-19,"2,725     ","2,578     ",147     ,5.4
CN0514900000000,05,149,"Yell County, AR",Mar-19,"8,386     ","8,046     ",340     ,4.1
CN0600100000000,06,001,"Alameda County, CA",Mar-19,"846,106     ","819,509     ","26,597     ",3.1
CN0600300000000,06,003,"Alpine County, CA",Mar-19,670     ,640     ,30     ,4.5
CN0600500000000,06,005,"Amador County, CA",Mar-19,"14,742     ","14,062     ",680     ,4.6
CN0600700000000,06,007,"Butte County, CA",Mar-19,"100,421     ","94,271     ","6,150     ",6.1
CN0600900000000,06,009,"Calaveras County, CA",Mar-19,"21,090     ","20,120     ",970     ,4.6
CN0601100000000,06,011,"Colusa County, CA",Mar-19,"11,009     ","8,801     ","2,208     ",20.1
CN0601300000000,06,013,"Contra Costa County, CA",Mar-19,"563,308     ","544,394     ","18,914     ",3.4
CN0601500000000,06,015,"Del Norte County, CA",Mar-19,"9,655     ","9,056     ",599     ,6.2
CN0601700000000,06,017,"El Dorado County, CA",Mar-19,"92,355     ","88,572     ","3,783     ",4.1
CN0601900000000,06,019,"Fresno County, CA",Mar-19,"450,465     ","410,151     ","40,314     ",8.9
CN0602100000000,06,021,"Glenn County, CA",Mar-19,"13,048     ","12,052     ",996     ,7.6
CN0602300000000,06,023,"Humboldt County, CA",Mar-19,"62,962     ","60,380     ","2,582     ",4.1
CN0602500000000,06,025,"Imperial County, CA",Mar-19,"71,080     ","59,311     ","11,769     ",16.6
CN0602700000000,06,027,"Inyo County, CA",Mar-19,"8,697     ","8,310     ",387     ,4.4
CN0602900000000,06,029,"Kern County, CA",Mar-19,"383,237     ","346,556     ","36,681     ",9.6
CN0603100000000,06,031,"Kings County, CA",Mar-19,"58,193     ","52,463     ","5,730     ",9.8
CN0603300000000,06,033,"Lake County, CA",Mar-19,"29,240     ","27,506     ","1,734     ",5.9
CN0603500000000,06,035,"Lassen County, CA",Mar-19,"9,831     ","9,231     ",600     ,6.1
CN0603700000000,06,037,"Los Angeles County, CA",Mar-19,"5,116,385     ","4,886,823     ","229,562     ",4.5
CN0603900000000,06,039,"Madera County, CA",Mar-19,"61,899     ","56,640     ","5,259     ",8.5
CN0604100000000,06,041,"Marin County, CA",Mar-19,"139,556     ","136,046     ","3,510     ",2.5
CN0604300000000,06,043,"Mariposa County, CA",Mar-19,"7,395     ","6,925     ",470     ,6.4
CN0604500000000,06,045,"Mendocino County, CA",Mar-19,"39,148     ","37,212     ","1,936     ",4.9
CN0604700000000,06,047,"Merced County, CA",Mar-19,"117,654     ","105,568     ","12,086     ",10.3
CN0604900000000,06,049,"Modoc County, CA",Mar-19,"3,073     ","2,754     ",319     ,10.4
CN0605100000000,06,051,"Mono County, CA",Mar-19,"8,927     ","8,586     ",341     ,3.8
CN0605300000000,06,053,"Monterey County, CA",Mar-19,"215,483     ","194,300     ","21,183     ",9.8
CN0605500000000,06,055,"Napa County, CA",Mar-19,"73,303     ","70,888     ","2,415     ",3.3
CN0605700000000,06,057,"Nevada County, CA",Mar-19,"49,116     ","47,226     ","1,890     ",3.8
CN0605900000000,06,059,"Orange County, CA",Mar-19,"1,625,454     ","1,576,388     ","49,066     ",3.0
CN0606100000000,06,061,"Placer County, CA",Mar-19,"188,249     ","181,655     ","6,594     ",3.5
CN0606300000000,06,063,"Plumas County, CA",Mar-19,"7,538     ","6,617     ",921     ,12.2
CN0606500000000,06,065,"Riverside County, CA",Mar-19,"1,105,024     ","1,056,716     ","48,308     ",4.4
CN0606700000000,06,067,"Sacramento County, CA",Mar-19,"713,215     ","684,390     ","28,825     ",4.0
CN0606900000000,06,069,"San Benito County, CA",Mar-19,"31,632     ","29,592     ","2,040     ",6.4
CN0607100000000,06,071,"San Bernardino County, CA",Mar-19,"968,591     ","929,215     ","39,376     ",4.1
CN0607300000000,06,073,"San Diego County, CA",Mar-19,"1,590,122     ","1,535,235     ","54,887     ",3.5
CN0607500000000,06,075,"San Francisco County/city, CA",Mar-19,"580,288     ","566,190     ","14,098     ",2.4
CN0607700000000,06,077,"San Joaquin County, CA",Mar-19,"327,051     ","304,728     ","22,323     ",6.8
CN0607900000000,06,079,"San Luis Obispo County, CA",Mar-19,"141,534     ","137,104     ","4,430     ",3.1
CN0608100000000,06,081,"San Mateo County, CA",Mar-19,"457,709     ","447,409     ","10,300     ",2.3
CN0608300000000,06,083,"Santa Barbara County, CA",Mar-19,"216,468     ","206,375     ","10,093     ",4.7
CN0608500000000,06,085,"Santa Clara County, CA",Mar-19,"1,053,571     ","1,025,058     ","28,513     ",2.7
CN0608700000000,06,087,"Santa Cruz County, CA",Mar-19,"141,236     ","131,932     ","9,304     ",6.6
CN0608900000000,06,089,"Shasta County, CA",Mar-19,"74,448     ","70,175     ","4,273     ",5.7
CN0609100000000,06,091,"Sierra County, CA",Mar-19,"1,285     ","1,186     ",99     ,7.7
CN0609300000000,06,093,"Siskiyou County, CA",Mar-19,"16,927     ","15,359     ","1,568     ",9.3
CN0609500000000,06,095,"Solano County, CA",Mar-19,"209,461     ","200,540     ","8,921     ",4.3
CN0609700000000,06,097,"Sonoma County, CA",Mar-19,"258,219     ","250,315     ","7,904     ",3.1
CN0609900000000,06,099,"Stanislaus County, CA",Mar-19,"243,865     ","226,717     ","17,148     ",7.0
CN0610100000000,06,101,"Sutter County, CA",Mar-19,"45,311     ","40,793     ","4,518     ",10.0
CN0610300000000,06,103,"Tehama County, CA",Mar-19,"25,458     ","23,735     ","1,723     ",6.8
CN0610500000000,06,105,"Trinity County, CA",Mar-19,"4,541     ","4,186     ",355     ,7.8
CN0610700000000,06,107,"Tulare County, CA",Mar-19,"202,617     ","178,824     ","23,793     ",11.7
CN0610900000000,06,109,"Tuolumne County, CA",Mar-19,"21,308     ","20,119     ","1,189     ",5.6
CN0611100000000,06,111,"Ventura County, CA",Mar-19,"425,351     ","409,123     ","16,228     ",3.8
CN0611300000000,06,113,"Yolo County, CA",Mar-19,"108,859     ","103,405     ","5,454     ",5.0
CN0611500000000,06,115,"Yuba County, CA",Mar-19,"29,767     ","27,571     ","2,196     ",7.4
CN0800100000000,08,001,"Adams County, CO",Mar-19,"271,709     ","262,346     ","9,363     ",3.4
CN0800300000000,08,003,"Alamosa County, CO",Mar-19,"8,521     ","8,150     ",371     ,4.4
CN0800500000000,08,005,"Arapahoe County, CO",Mar-19,"363,763     ","353,022     ","10,741     ",3.0
CN0800700000000,08,007,"Archuleta County, CO",Mar-19,"6,686     ","6,420     ",266     ,4.0
CN0800900000000,08,009,"Baca County, CO",Mar-19,"1,991     ","1,951     ",40     ,2.0
CN0801100000000,08,011,"Bent County, CO",Mar-19,"1,748     ","1,686     ",62     ,3.5
CN0801300000000,08,013,"Boulder County, CO",Mar-19,"196,468     ","191,347     ","5,121     ",2.6
CN0801400000000,08,014,"Broomfield County/city, CO",Mar-19,"39,933     ","38,857     ","1,076     ",2.7
CN0801500000000,08,015,"Chaffee County, CO",Mar-19,"9,610     ","9,346     ",264     ,2.7
CN0801700000000,08,017,"Cheyenne County, CO",Mar-19,"1,036     ","1,018     ",18     ,1.7
CN0801900000000,08,019,"Clear Creek County, CO",Mar-19,"6,024     ","5,863     ",161     ,2.7
CN0802100000000,08,021,"Conejos County, CO",Mar-19,"3,983     ","3,790     ",193     ,4.8
CN0802300000000,08,023,"Costilla County, CO",Mar-19,"1,803     ","1,712     ",91     ,5.0
CN0802500000000,08,025,"Crowley County, CO",Mar-19,"1,491     ","1,420     ",71     ,4.8
CN0802700000000,08,027,"Custer County, CO",Mar-19,"1,994     ","1,927     ",67     ,3.4
CN0802900000000,08,029,"Delta County, CO",Mar-19,"13,889     ","13,265     ",624     ,4.5
CN0803100000000,08,031,"Denver County/city, CO",Mar-19,"416,191     ","403,527     ","12,664     ",3.0
CN0803300000000,08,033,"Dolores County, CO",Mar-19,"1,078     ","1,031     ",47     ,4.4
CN0803500000000,08,035,"Douglas County, CO",Mar-19,"193,570     ","188,471     ","5,099     ",2.6
CN0803700000000,08,037,"Eagle County, CO",Mar-19,"38,788     ","37,927     ",861     ,2.2
CN0803900000000,08,039,"Elbert County, CO",Mar-19,"14,887     ","14,521     ",366     ,2.5
CN0804100000000,08,041,"El Paso County, CO",Mar-19,"339,580     ","326,972     ","12,608     ",3.7
CN0804300000000,08,043,"Fremont County, CO",Mar-19,"15,068     ","14,266     ",802     ,5.3
CN0804500000000,08,045,"Garfield County, CO",Mar-19,"33,872     ","32,771     ","1,101     ",3.3
CN0804700000000,08,047,"Gilpin County, CO",Mar-19,"3,777     ","3,676     ",101     ,2.7
CN0804900000000,08,049,"Grand County, CO",Mar-19,"10,436     ","10,202     ",234     ,2.2
CN0805100000000,08,051,"Gunnison County, CO",Mar-19,"11,770     ","11,493     ",277     ,2.4
CN0805300000000,08,053,"Hinsdale County, CO",Mar-19,388     ,375     ,13     ,3.4
CN0805500000000,08,055,"Huerfano County, CO",Mar-19,"2,477     ","2,287     ",190     ,7.7
CN0805700000000,08,057,"Jackson County, CO",Mar-19,880     ,855     ,25     ,2.8
CN0805900000000,08,059,"Jefferson County, CO",Mar-19,"334,542     ","324,972     ","9,570     ",2.9
CN0806100000000,08,061,"Kiowa County, CO",Mar-19,850     ,835     ,15     ,1.8
